-1.8145,8.4407,-0.29808,-0.95454,0.027305,-0.99963,-0.39181
-2.4944,9.1337,-0.18048,-0.98358,-0.43404,-0.90089,1.802
-0.47417,5.5453,-0.10709,-0.99425,-0.72468,-0.68908,-2.0316
-0.58085,4.4273,-0.091528,-0.9958,-0.8718,-0.48986,0.70511
0.090513,2.6166,-0.049297,-0.99878,-0.94018,-0.34069,-0.1991
0.24161,1.1405,-0.080989,-0.99672,-0.96534,-0.261,-0.21984
0.23791,-0.30048,-0.085046,-0.99638,-0.97393,-0.22686,1.1169
0.71891,-2.0025,-0.099428,-0.99504,-0.96581,-0.25926,-2.7473
0.024506,-2.9287,-0.12431,-0.99224,-0.90984,-0.41496,-2.5529
-0.55067,-3.7522,-0.12069,-0.99269,-0.84145,-0.54033,2.8375
1.4588,-7.1025,-0.12609,-0.99202,-0.66362,-0.74807,-1.9618
1.1795,-7.4772,-0.20801,-0.97813,-0.3332,-0.94286,-1.7673
-0.39679,-5.3976,-0.21538,-0.97653,-0.032893,-0.99946,-2.6223
-2.7529,-1.8097,-0.15558,-0.98782,0.15161,-0.98844,-1.8111
-4.4742,1.151,0.014511,-0.99989,0.16395,-0.98647,3.3373
-2.1323,-2.0324,0.20933,-0.97785,0.17775,-0.98408,-1.3893
-2.7294,-0.83387,0.31927,-0.94766,0.27461,-0.96156,1.7734
-0.94711,-3.0816,0.39506,-0.91865,0.34305,-0.93932,-0.47137
-0.72805,-2.7746,0.43494,-0.90046,0.49266,-0.87022,1.7498
0.80083,-4.1873,0.43335,-0.90123,0.63436,-0.77304,2.6908
2.1412,-4.9578,0.38058,-0.92475,0.80226,-0.59698,-2.1531
0.89102,-2.1631,0.30171,-0.9534,0.89153,-0.45296,3.2878
2.0374,-1.7514,0.21748,-0.97606,0.93145,-0.36386,-0.26793
1.7939,0.04468,0.14473,-0.98947,0.94638,-0.32306,-2.0241
0.9377,2.1219,0.052066,-0.99864,0.92266,-0.38562,1.4335
1.0358,3.4335,0.012675,-0.99992,0.87569,-0.48287,-0.74843
0.042339,5.5345,-0.011746,-0.99993,0.72601,-0.68768,0.15935
-1.0704,7.764,-0.0076098,-0.99997,0.48428,-0.87492,-2.7498
-3.5661,11.774,0.12333,-0.99237,-0.014026,-0.9999,-2.0504
-2.2403,9.4056,0.27707,-0.96085,-0.53903,-0.84229,-0.89895
-0.65969,7.1078,0.34701,-0.93786,-0.81131,-0.58462,-2.6379
-0.23,5.7131,0.35649,-0.9343,-0.95663,-0.29131,2.8563
1.4205,4.712,0.32913,-0.94429,-0.9994,-0.034685,0.17051
1.9044,3.2891,0.23891,-0.97104,-0.98889,0.14865,2.6829
2.8561,2.0782,0.13345,-0.99106,-0.9561,0.29303,-1.8729
2.0541,-0.2227,0.01921,-0.99982,-0.94141,0.33726,1.2672
