2.2162,1.8674,3.4521,2.6714
2.2931,2.3718,2.677,2.9444
-0.30051,-0.30436,1.0405,0.1627
-0.07873,-0.29868,1.1608,0.53359
-0.41167,-0.51548,0.98847,0.24066
0.0075353,0.027563,0.94674,0.47602
2.4536,2.4367,3.6476,3.185
1.0748,1.4637,-0.68569,-0.7667
-3.4896,-3.0417,-4.1217,-4.104
