0.99966,0.99956,0.99934,0.9992,0.99935,0.99961,0.99958,0.9987,0.99581,0.99013,0.98429,0.98143,0.97896,0.97179,0.95455,0.91708,0.83607,0.6969,0.53406,0.37679,0.23943,0.1298,0.052873,0.0098309,0.0025387,0.046006,0.16027,0.33935,0.54853,0.73281,0.84418,0.86539,0.80149,0.70623,0.63847,0.60418,0.59069,0.5935,0.61276,0.64933,0.70258,0.76634,0.82535,0.86194,0.86475,0.8453,0.82236,0.79739,0.77251,0.74937,0.72993,0.71879,0.7214,0.74272,0.78153,0.82578,0.85672,0.86625,0.86383,0.85472
0.99966,0.99957,0.99935,0.99922,0.99936,0.99961,0.99957,0.99864,0.99573,0.99031,0.98518,0.98301,0.98108,0.97507,0.96075,0.92946,0.85936,0.7391,0.59724,0.45499,0.32212,0.20557,0.11742,0.075414,0.10084,0.2105,0.39645,0.60546,0.76559,0.84726,0.86436,0.85186,0.83712,0.8209,0.80373,0.78724,0.77388,0.7685,0.77504,0.79381,0.82026,0.84708,0.86304,0.86359,0.85484,0.83969,0.82154,0.8022,0.78411,0.77109,0.76793,0.77797,0.80096,0.83071,0.85565,0.86478,0.86022,0.85113,0.83894,0.82456
0.99966,0.99958,0.99937,0.99923,0.99936,0.99961,0.99959,0.99875,0.99611,0.99101,0.98567,0.98293,0.98088,0.97531,0.96211,0.93499,0.87542,0.7592,0.61268,0.46151,0.32064,0.20516,0.13591,0.13661,0.22301,0.38524,0.57016,0.72102,0.82185,0.88177,0.91493,0.93232,0.94333,0.95859,0.97859,0.99327,0.99872,0.99966,0.99871,0.99432,0.98374,0.96813,0.95561,0.95103,0.94753,0.93697,0.91283,0.8683,0.79842,0.70626,0.60663,0.51734,0.45118,0.41566,0.41478,0.45142,0.52647,0.63284,0.74739,0.83411
0.99966,0.99957,0.99936,0.99922,0.99935,0.9996,0.99957,0.99869,0.99586,0.9905,0.98529,0.98316,0.98174,0.97688,0.96486,0.93866,0.87869,0.76858,0.63249,0.49148,0.35666,0.23456,0.13213,0.058852,0.026133,0.044949,0.12087,0.25075,0.42168,0.59992,0.74896,0.85117,0.90764,0.92798,0.91816,0.89143,0.8716,0.86309,0.86442,0.87094,0.90062,0.94417,0.96349,0.96766,0.96734,0.95842,0.91166,0.81261,0.74088,0.76405,0.8713,0.96695,0.99548,0.99948,0.99933,0.99583,0.97984,0.93392,0.87476,0.8763
0.99966,0.99957,0.99937,0.99924,0.99938,0.99962,0.99957,0.99869,0.99599,0.99091,0.98574,0.98304,0.98059,0.97405,0.95863,0.9253,0.85344,0.72994,0.58438,0.44157,0.31476,0.21027,0.1324,0.080526,0.043041,0.014454,0.00067152,0.0082486,0.048121,0.13214,0.26178,0.43531,0.63011,0.78998,0.8622,0.84649,0.80444,0.76798,0.7375,0.7125,0.69557,0.69167,0.70219,0.72751,0.76806,0.81664,0.85745,0.87105,0.85075,0.82122,0.7956,0.77402,0.75735,0.74673,0.74393,0.75093,0.76921,0.79738,0.83017,0.8573
0.99965,0.99957,0.99938,0.99928,0.99942,0.99964,0.99953,0.99858,0.99588,0.99102,0.98623,0.98375,0.98161,0.97593,0.9625,0.93358,0.87033,0.75678,0.61849,0.47817,0.34806,0.23365,0.13943,0.070275,0.028634,0.0078366,0.00041328,0.012014,0.047101,0.10884,0.20634,0.34882,0.50555,0.65064,0.77743,0.86327,0.88607,0.81399,0.63757,0.42976,0.26102,0.148,0.07895,0.038554,0.016343,0.0060526,0.0034825,0.006545,0.017428,0.043233,0.092708,0.17498,0.29656,0.45412,0.6251,0.76971,0.85331,0.86307,0.81632,0.76464
0.99966,0.99958,0.99942,0.99942,0.99958,0.99965,0.99918,0.99752,0.99389,0.98905,0.98553,0.98369,0.98065,0.97324,0.95736,0.92523,0.85739,0.74515,0.61566,0.48557,0.36304,0.2717,0.26896,0.38761,0.59042,0.8107,0.93748,0.983,0.99626,0.9991,0.99616,0.98292,0.96253,0.94819,0.94916,0.95678,0.9511,0.93161,0.89978,0.83601,0.70565,0.54233,0.40393,0.35874,0.46283,0.68916,0.88371,0.96154,0.98817,0.9966,0.99784,0.98944,0.96961,0.95996,0.97314,0.98496,0.98812,0.97685,0.85639,0.69487
0.99966,0.99957,0.99944,0.9995,0.99964,0.99955,0.99878,0.99665,0.99284,0.9889,0.98679,0.98571,0.98316,0.97692,0.96414,0.93699,0.87478,0.78166,0.67633,0.56954,0.48663,0.48566,0.58084,0.71059,0.82983,0.9145,0.9641,0.99126,0.99884,0.99882,0.99356,0.97021,0.88373,0.75119,0.72562,0.81498,0.91642,0.97427,0.99219,0.9941,0.9942,0.99444,0.99595,0.99841,0.99956,0.99926,0.99703,0.99174,0.98283,0.96785,0.93653,0.87142,0.74921,0.54467,0.31068,0.12387,0.020583,0.017071,0.11822,0.30904
0.99966,0.99958,0.99946,0.99951,0.99965,0.99956,0.99884,0.99685,0.99327,0.98941,0.98717,0.98608,0.984,0.97893,0.96856,0.94938,0.90247,0.82539,0.73647,0.64705,0.57256,0.55569,0.63104,0.74786,0.84244,0.92722,0.98592,0.99836,0.99924,0.9873,0.8862,0.80694,0.93371,0.97322,0.98168,0.97754,0.8962,0.76331,0.8438,0.97909,0.99853,0.99946,0.99113,0.91678,0.83232,0.94186,0.9924,0.99164,0.9649,0.76322,0.57599,0.8314,0.96125,0.97514,0.9762,0.96903,0.97628,0.99328,0.99902,0.99705
0.99966,0.99957,0.99945,0.9995,0.99965,0.99956,0.99883,0.99683,0.99327,0.98947,0.98728,0.98626,0.98447,0.98059,0.97322,0.95973,0.92361,0.8633,0.79488,0.73194,0.68992,0.69373,0.75885,0.83145,0.89227,0.95553,0.99102,0.99851,0.99897,0.98231,0.86599,0.88693,0.98427,0.99801,0.99906,0.98957,0.92914,0.87354,0.9751,0.99823,0.99945,0.99447,0.94399,0.86475,0.97643,0.99864,0.99945,0.99505,0.96258,0.87405,0.82819,0.8532,0.89632,0.92475,0.94171,0.95603,0.9693,0.97892,0.9856,0.99014
